-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-2.0000, 2.0000, 1
-2.0000, 2.0000, 1
-2.0000, 2.0000, 1
-2.0000, 2.0000, 1
-2.0000, 2.0000, 1
-2.0000, 2.0000, 1
-2.0000, 2.0000, 1
-2.0000, 2.0000, 1
-2.0000, 2.0000, 1
-2.0000, 2.0000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-0.2000, 0.2000, 1
-2.0000, 2.0000, 2
